intervention_id,cycle_id,organization_id,indicator_id,plan_fiscal_year,change_idea_raw,change_idea_normalized,association_status,association_review,primary_category,secondary_tags,classification_method,classification_rule_used,classification_confidence,classification_reason,taxonomy_version,classification_evidence,override_reason,classification_review,workplan_source_ids,progress_source_ids,planned_methods_raw,process_measures_raw,process_targets_raw,workplan_comments_raw,implementation_status,implementation_flags_raw,implementation_notes_raw,progress_comments_raw,outcome_reference,analysis_eligible,analysis_exclusion_reason
intervention_c15441f734eabf0e6847,cycle_c160b2411aee5a83e801,org_c19caf85a78767bd,ind_a7c1d367decb2357,2025/26,Ensure workplace violence risk assessments are completed in high risk departments.,Ensure workplace violence risk assessments are completed in high risk departments.,workplan_and_progress,source_exact_idea,Safety & Risk Prevention,[],rule,"[""risk_assessment""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Safety & Risk Prevention"":[""\\b(?:risk assessments?|violence risk|environmental risk)\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_595""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_15""]","[""Define the criteria for designating high-risk departments (e.g., ED, Mental Health (inpatient and outpatient), Withdrawal Management, Security units). Implement a standardized risk assessment tool (or adapt existing) to evaluate the risk of workplace violence in each high-risk department. Establish a schedule for conducting risk assessments (e.g., annually, or more frequently based on incident data or significant changes). Document the risk assessments, findings, and any recommended control measures. Track the implementation of recommended control measures. Regularly review and update risk assessments. Performance to be trended and shared with teams quarterly through reports and meetings to discuss opportunities for improvement and identify action plans to address gaps. This can include leveraging the Quality Management System for engagement and sustainment.""]","[""Percentage of identified high-risk departments that have a completed a workplace violence risk assessment. Percentage of risk assessments that are reviewed and updated at least annually. Percentage of action items/control measures implemented in high-risk departments.""]","[""100% of identified high-risk departments have a completed a workplace violence risk assessment by the end of Q4 2025-26. 100% of workplace violence risk assessments are reviewed and updated at least annually. 80% of action items/control measures are implemented in high-risk departments.""]","[""Factors for success include partnership with EPIC to ensure data reports are available. Partnership with leaders in high-risk departments.""]",Implemented,"[""Y""]","[""Risk assessments were completed in all designated high risk areas such as ED and Mental Health in and out patient areas.  This work is completed on an annual basis and there is a process in place to perform a reassessment in the event of workplace incident resulting in a critical injury or WSIB lost time injury related to workplace violence.""]","[""""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_dd478718e42f439bc420,cycle_c160b2411aee5a83e801,org_c19caf85a78767bd,ind_a7c1d367decb2357,2025/26,Establish and implement a comprehensive internal education and training program for the prevention of workplace violence and harassment.,Establish and implement a comprehensive internal education and training program for the prevention of workplace violence and harassment.,workplan_and_progress,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b"",""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b"",""\\beducat\\w*""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_597""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_16""]","[""Develop a strategy and proposal and bring forward to Executive Committee for approval. This is a key deliverable within the education and training workstream within the Prevention of Workplace Violence and Workplace Harassment Steering committee (PWPVHSC). Provide progress report to PWPVHSC committee members. Once approved, develop a comprehensive implementation plan which includes prioritization of training programs. Identify training requirements by position. Conduct needs assessment.""]","[""Recruit and build internal education team. Secure partnership agreement with CAMH.""]","[""Completion of a comprehensive implementation plan.""]","[""Partnerships with internal leaders across the organization and external partners such as CAMH and external training vendors will be important for successful implementation.""]",Not implemented,"[""N""]","[""The Trauma-Informed De-Escalation Education for Safety and Self-Protection (TIDES) training program has been established but not yet implemented.  We are in the process of finalizing the contract with CAMH and establishing internal working groups, with plans to initiate the needs assessment and gap analysis in Q1 2026/27.  This initiative is a multiyear strategy with implementation estimated for Q1 2027/2028 pending outcome of needs assessment and gap analysis.""]","[""""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_302fb6c86e2a3c7dbd3b,cycle_c160b2411aee5a83e801,org_c19caf85a78767bd,ind_a7c1d367decb2357,2025/26,Establishing leader accountability and an escalation pathway for the investigation and closure of workplace violence incidents in Safety First.,Establishing leader accountability and an escalation pathway for the investigation and closure of workplace violence incidents in Safety First.,workplan_and_progress,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_596""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_17""]","[""Conduct regular audits of Safety First to review number of workplace violence Safety First incidents that were investigated and closed in a timely manner. Provide reports to leaders. Develop an escalation pathway for health care and lost time incidents within high risk departments that have not been investigated or closed within a timely manner.""]","[""Percentage of \""Safety First\"" incidents resulting in health care and lost time that were investigated and closed in a timely manner (source: Safety First audits).""]","[""Ensure pathway or Standard Operating Procedure is developed by end of fiscal year. 100% of \""Safety First\"" incidents resulting in health care and lost time are investigated and closed within 3 days""]","[""Factor for success includes partnership with leaders in high-risk departments.""]",Not implemented,"[""N""]","[""We did not proceed with this initiative as we had challenges acquiring approval with multiple program and services due to competing priorities.  This initiative has been deferred, although we are still interested to implement the escalation pathway and associated Standard Operating Procedure at a more appropriate time.""]","[""""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_bab95d538db711d727bd,cycle_c160b2411aee5a83e801,org_c19caf85a78767bd,ind_a7c1d367decb2357,2025/26,Leverage EPIC to understand ABC policy compliance and implement strategies to increase compliance with the Violence Assessment tool (VAT) and Safety Plan.,Leverage EPIC to understand ABC policy compliance and implement strategies to increase compliance with the Violence Assessment tool (VAT) and Safety Plan.,progress_only,source_exact_idea,Technology & Digital Tools,"[""Policy / Standardization""]",rule,"[""v1:Technology & Digital Tools:\\bEpic\\b"",""v1:Policy / Standardization:\\bpolic(?:y|ies)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bpolic(?:y|ies)\\b""],""Technology & Digital Tools"":[""\\bEpic\\b""]}",,unreviewed_rules,[],"[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_18""]",[],[],[],[],Not implemented,"[""N""]","[""Successes: \n• Consistently achieved 80-90% compliance with the Violence Assessment Tool (VAT) in the Emergency Department (ED).\n• Utilized EPIC reporting functionalities to monitor compliance metrics in real-time, enabling timely interventions and targeted education efforts.\n• Increased staff awareness and engagement through ongoing education and feedback, contributing to higher compliance rates.\n• Developed reports within EPIC that facilitated tracking progress and identifying patterns of non-compliance.\n\nChallenges: \n• Safety plan compliance remained inconsistent, with some units or providers demonstrating lower adherence despite awareness efforts.\n• Variability in documentation practices and understanding of safety plan requirements led to gaps in compliance.\n• Time constraints and high patient volumes in the ED sometimes hindered thorough completion of safety plans.\n\nBarriers: \n• Need for additional training on safety plan components, which contributes to inconsistent completion. \n• Workflow disruptions and competing priorities during busy shifts affected compliance.\n• Variability in staff engagement levels with safety plan protocols.\n\nEnablers: \n• Strong leadership support emphasizing the importance of safety and compliance.\n• Availability of EPIC reports that provided transparent, accessible compliance data for staff and leadership.\n• Ongoing targeted education sessions and reminders embedded within EPIC workflows.\n• Interdisciplinary collaboration to refine documentation processes and address barriers.""]","[""""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_a5ae32bdde384cb2145b,cycle_c160b2411aee5a83e801,org_c19caf85a78767bd,ind_a7c1d367decb2357,2025/26,Perform a detailed review into workplace violence health care and lost time data to understand contributing factors and root causes to inform the development and implementation of quality improvement initiatives.,Perform a detailed review into workplace violence health care and lost time data to understand contributing factors and root causes to inform the development and implementation of quality improvement initiatives.,workplan_and_progress,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_594""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_19""]","[""Evaluate ABC policy to understand requirements and procedures. Review performance for 1) Violent Assessment Tool (VAT) training completion (source: Elevate) 2) VAT completion rate 3) Completion rate of safety plans for VAT scores of 3 or above. Performance to be trended and shared with teams quarterly through reports and meetings to discuss opportunities for improvement and identify action plans to address gaps. This can include leveraging the Quality Management System for engagement and sustainment.""]","[""Percentage of staff in high-risk areas (ED, Mental Health (inpatient and outpatient), Withdrawal Management) who were trained on the Violence Assessment Tool (VAT). Percentage of incidents that require a VAT, and have the VAT completed for health care and lost time incidents. Percent compliance for development of a safety plan for patients with a VAT Score of 3 or above for health care and lost time incidents.""]","[""100% of FT and PT staff in high-risk areas trained on the VAT by end of Q4. 100% of incidents requiring a VAT for all health care and lost time incidents by the end of the FY 25/26. 100% compliance with development of safety plan for patient with a VAT score of 3 or above for health care and lost time incidents.""]","[""Factors for success include: 1) obtaining strong support from leadership to ensure the VAT policy is implemented and followed consistently; 2) Effective communication of VAT policy and procedures to all staff, including the importance of VAT completion and any consequences for non-compliance; 3) Training to ensure all staff receive adequate training on the VAT, including how to use it, when to use it, and how to document the results. Training should be ongoing and refreshed regularly.""]",Implemented,"[""Y""]","[""Successes: \n• Successfully conducted a comprehensive review of workplace violence, healthcare incidents, and associated lost time data. This step provided valuable insights into the frequency, types, and contexts of incidents.\n• Identified patterns and common scenarios, as well as potential risk factors.\n\nChallenges: \n• Difficulties in conducting root cause analyses due to time constraints and the competing priorities of involved managers.\n• Resource constraints and limited staffing, along with insufficient time allocated for detailed reviews and analyses, affected the depth and scope of investigations.\n\nBarriers: \n• Time constraints faced by managers limited the thoroughness of root cause analyses. \n\nEnablers: \n• Established data systems and analytical tools that enable efficient collection, tracking, and visualization of incident data, facilitating timely monitoring of trends and patterns.\n• Systems support data-driven decision-making by providing accessible dashboards, reports, and analytics that help identify high-risk areas, inform targeted interventions, and measure the effectiveness of safety initiatives.""]","[""""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_5c2f8cd45f025b5f9dfe,cycle_c160b2411aee5a83e801,org_c19caf85a78767bd,ind_a7c1d367decb2357,2025/26,Perform a detailed review to develop improvement strategies to address non-compliance with non-violent crisis intervention education and training in high risk areas.,Perform a detailed review to develop improvement strategies to address non-compliance with non-violent crisis intervention education and training in high risk areas.,workplan_and_progress,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b"",""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b"",""\\beducat\\w*""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_593""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_20""]","[""Maintain a database/spreadsheet of all high-risk departments to track enrollments, attendance and completion of the Non-Violent Crisis Intervention (SMG) training. Review performance and report on training completion rates and any observed correlations with workplace violence incidents. Engage relevant stakeholders in a review of findings (e.g., department heads, safety committee).""]","[""Percentage of staff in high-risk departments (ED, Mental Health (inpatient and outpatient), Withdrawal Management, Security) enrolled in training. Percentage of staff in high-risk departments who complete training annually.""]","[""Achieve a target enrollment/attendance of 80% of staff in high-risk departments into the training program by end of Q4. Increase the percentage of staff in identified high-risk departments who complete training to 80% by the end of the FY 25/26.""]","[""Factors for Success: The database/spreadsheet helps identify high-risk departments, which allows for strategic targeting and resource allocation. Collaboration with Elevate (our learning management system) is essential in order to ensure attendance records are accurate. Partnership and linkages with high-risk department managers and educators will be important to improve enrollment/attendance at training sessions.""]",Implemented,"[""Y""]","[""Successes \n• Improved compliance rates through targeted training initiatives and ongoing monitoring, leading to a significant increase in staff compliance with required non-violent crisis intervention education. This has contributed to a safer environment for both staff and patients and has supported meeting regulatory and organizational standards.\n• Consistent training delivery was maintained with a regular schedule of sessions without cancellations, ensuring that staff in high-risk areas received the necessary education within designated timeframes. \n• Strong leadership support and engagement emphasized the importance of ongoing training. This motivation encouraged staff participation and compliance.\n\nChallenges \n• Staffing shortages affected the ability to efficiently schedule and conduct training sessions. Limited staffing also increased the workload for remaining staff, which sometimes led to scheduling conflicts and reduced participation. As a result, some staff members experienced delays in completing their training.\n\nBarriers \n• Staffing shortages created logistical challenges that hindered training delivery.\n• Competing priorities and workload pressures reduced staff capacity to attend training sessions.\n\nEnablers \n• Strong leadership commitment and support for ongoing education initiatives.\n• Use of flexible training sessions to accommodate staff schedules.""]","[""""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_d2d2c98a203a7c86e952,cycle_998d8a7b31c287558227,org_c19caf85a78767bd,ind_ad66a72309affaa2,2024/25,Develop an in-depth understanding of what contributes to patients feeling listened to.,Develop an in-depth understanding of what contributes to patients feeling listened to.,workplan_and_progress,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_528""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_13""]","[""a) Conduct 3 focus group sessions with Patient Family Partners to understand what contributes to patients feeling listened to. b) Conduct survey through Virtual Patient Panel to seek input from patients on what contributes to patients feeling listened to. c) Complete literature review to uncover best practices to support how staff and physicians in supporting patients in feeling listened to.""]","[""a) % of focus groups completed. b) Completion of survey through Virtual Patient Panel. c) Completion of literature review and synthesis of findings.""]","[""a) 100% of focus groups completed by May 31, 2024. b) Survey administered through Virtual Patient Panel by May 31, 2024. c) Literature review on best practices and synthesis of findings completed by May 31, 2024.""]","[""""]",Implemented,"[""Y""]","[""The Unity Health Patient Family Council was involved in providing insight into what contributes to patients feeling listened too and a variety of health care settings. This feedback provides an opportunity to better understand what drives how patients may respond to this question and our analysis of qualitative data specific to this question.""]","[""We ask patients if they feel staff listen to them through our Real-Time Patient Feedback program. Through this program, dedicated staff speak in person to inpatients while in our care. We ask similar questions through the care experience survey we administer via phone. However, the real time program provides the opportunity to course correct proactively if a patient has a concern or their experience is not as positive as intended.""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_c68c9f9b3bd95f921006,cycle_998d8a7b31c287558227,org_c19caf85a78767bd,ind_ad66a72309affaa2,2024/25,Drive unit specific improvements through timely data sharing and unit based huddles (QMS model).,Drive unit specific improvements through timely data sharing and unit based huddles (QMS model).,workplan_and_progress,source_exact_idea,Care Coordination & Communication,[],rule,"[""v1:Care Coordination & Communication:\\bhuddle\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bhuddle\\w*""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_530""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_14""]","[""a) Launch new CX performance dashboards and provide access to all unit and program leaders. b) Add a clarifying question to existing care experience survey tool to collect qualitative feedback on patient responses to the question “Did you feel listened to?” c) Develop process to support staff in reviewing CX data and developing improvement ideas through unit based huddles. d) Utilize the patient experience real time program to seek ongoing feedback from inpatients who are currently in our care on how listened to they felt and what contributes to this.""]","[""a) Launch of new CX performance dashboards. b) Clarifying question added to survey. c) Unit based huddles incorporate review and discussions on CX data specific to the question “Did you feel listened to?” d) Patient experience real time program incorporates questions to further understand current inpatients perspectives on if they felt listened to and what contributed to this.""]","[""a) New CX performance dashboards launched by April 30, 2024. b) Clarifying question added to CX survey by April 30, 2024. c) Process to support review of CX data specific to the question “Did you feel listened to?” at unit huddles in place by September 30, 2024. d) Questions to further understand if current inpatients feel they are listened to implemented by May 31, 2024.""]","[""""]",Implemented,"[""Y""]","[""All clinical leaders gained access to the new Qualtrics dashboard which allows them to view their unit specific care experience data. Clinical leaders are encouraged to review this data as part of the Quality Management System model to drive local change.""]","[""We ask patients if they feel staff listen to them through our Real-Time Patient Feedback program. Through this program, dedicated staff speak in person to inpatients while in our care. We ask similar questions through the care experience survey we administer via phone. However, the real time program provides the opportunity to course correct proactively if a patient has a concern or their experience is not as positive as intended.""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_13e8575f1dd6ced61577,cycle_998d8a7b31c287558227,org_c19caf85a78767bd,ind_ad66a72309affaa2,2024/25,"Implement a working group with representation from Patient Family Partners, leadership and patient experience to guide improvement strategies across all three hospital sites.","Implement a working group with representation from Patient Family Partners, leadership and patient experience to guide improvement strategies across all three hospital sites.",workplan_and_progress,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_529""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_15""]","[""a) Develop an action plan with metrics based on synthesis of feedback from patients on what contributes to feeling listened to. b) Review action plan and achievement of monthly milestones and provide quarterly report to Executive Quality Council.""]","[""a) Implementation of working group. b) Development of action plan by working group.""]","[""a) Working group implemented by April 30, 2024. b) Action plan developed by June 28, 2024.""]","[""""]",Not implemented,"[""N""]","[""This was not implemented due to focus on implementation of Epic.""]","[""We ask patients if they feel staff listen to them through our Real-Time Patient Feedback program. Through this program, dedicated staff speak in person to inpatients while in our care. We ask similar questions through the care experience survey we administer via phone. However, the real time program provides the opportunity to course correct proactively if a patient has a concern or their experience is not as positive as intended.""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_048e988cf3278a78d697,cycle_61c0572141301f33b22b,org_c19caf85a78767bd,ind_b99dce8671684b6d,2025/26,Collect baseline data at Providence (PHC) and complete analysis to inform further strategies as part of the multi-year AVS optimization strategy.,Collect baseline data at Providence (PHC) and complete analysis to inform further strategies as part of the multi-year AVS optimization strategy.,workplan_and_progress,source_exact_idea,"Data, Measurement & Dashboards",[],rule,"[""v1:Data, Measurement & Dashboards:\\banalys(?:is|e|es|ing)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\banalys(?:is|e|es|ing)\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_588""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_21""]","[""Progress measured by capture of baseline data for discharge experience survey question at PHC""]","[""By June 30, 2025 baseline data for discharge experience survey question at PHC completed.""]","[""In place by June 30, 2025.""]","[""""]",Implemented,"[""Y""]","[""The discharge experience question was added to the overall care experience survey at Providence. Data is collected through the post discharge phone call survey and published on the Qualtrics dashboard.""]","[""The focus on improving the After Visit Summary tool is a multi-year strategy. As such, work will continue over the next two years with a continued focus on optimizing the tool to provide the most relevant information to patients on discharge and ensuring staff and physicians are able to easily navigate and contribute to the creation of individualized AVS tools. These efforts will support further improvements with this metric.""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_ae272e1451c014259aa6,cycle_61c0572141301f33b22b,org_c19caf85a78767bd,ind_b99dce8671684b6d,2025/26,Create organizational working group to facilitate multi-year AVS optimization strategy including Patient Family Partners.,Create organizational working group to facilitate multi-year AVS optimization strategy including Patient Family Partners.,workplan_and_progress,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_584""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_22""]","[""Progress measured by presence or absence of organizational working group.""]","[""By May 1, 2025 the Unity organizational AVS working group is in place.""]","[""In place by May 1, 2025.""]","[""""]",Implemented,"[""Y""]","[""The AVS Working Group is comprised of representation from key stakeholder groups including patient and family partners. This approach heavily enabled a more fulsome understanding of the AVS tool, purpose and opportunities to improve the usability from both a patient and staff perspective.""]","[""The focus on improving the After Visit Summary tool is a multi-year strategy. As such, work will continue over the next two years with a continued focus on optimizing the tool to provide the most relevant information to patients on discharge and ensuring staff and physicians are able to easily navigate and contribute to the creation of individualized AVS tools. These efforts will support further improvements with this metric.""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_4d13d6e0df866384e178,cycle_61c0572141301f33b22b,org_c19caf85a78767bd,ind_b99dce8671684b6d,2025/26,Develop multi-year strategy to optimize AVS for inpatients with clear actions for completion in year 1 (2025-26).,Develop multi-year strategy to optimize AVS for inpatients with clear actions for completion in year 1 (2025-26).,workplan_and_progress,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_585""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_23""]","[""Progress measured by: 1. Development of a formal multi-year AVS strategy 2. Development of key actions for completion in FY 2025-26.""]","[""By June 1, 2025 a multi-year strategy to optimize the AVS is completed. By June 1, 2025 key actions for completion in FY 2025-26 developed.""]","[""Both in place by June 1, 2025.""]","[""""]",Implemented,"[""Y""]","[""Through the AVS working group and significant consultation across multiple stakeholders a three year action plan was developed. While refinement of the plan will be required each year the 3 year plan provides a clear pathway to optimizing the AVS and achieving the overall goals of this initiative.""]","[""The focus on improving the After Visit Summary tool is a multi-year strategy. As such, work will continue over the next two years with a continued focus on optimizing the tool to provide the most relevant information to patients on discharge and ensuring staff and physicians are able to easily navigate and contribute to the creation of individualized AVS tools. These efforts will support further improvements with this metric.""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_5e0c41a1c95e97ea49c5,cycle_61c0572141301f33b22b,org_c19caf85a78767bd,ind_b99dce8671684b6d,2025/26,Identify 1-2 clinical services to begin AVS optimization strategy in year 1 of multi-year strategy.,Identify 1-2 clinical services to begin AVS optimization strategy in year 1 of multi-year strategy.,workplan_and_progress,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_587""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_24""]","[""Progress measured by the identification of 1-2 clinical services to focus optimization efforts on in FY 2025-26 based on volume of patients and discharge experience performance.""]","[""By May 1, 2025 1-2 clinical services identified to focus optimization efforts on in FY 2025-26.""]","[""In place by May 1, 2025.""]","[""""]",Implemented,"[""Y""]","[""Two units, oncology and surgery, at the St. Joseph’s site have participated as the two pilot units for the AVS optimization work. The success of these two units was heavily supported through the Barrett Centre for Quality Improvement and will inform the continued work on this initiative over the next two years.""]","[""The focus on improving the After Visit Summary tool is a multi-year strategy. As such, work will continue over the next two years with a continued focus on optimizing the tool to provide the most relevant information to patients on discharge and ensuring staff and physicians are able to easily navigate and contribute to the creation of individualized AVS tools. These efforts will support further improvements with this metric.""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_4375b805909921df9a19,cycle_61c0572141301f33b22b,org_c19caf85a78767bd,ind_b99dce8671684b6d,2025/26,Provide unit based data to clinical areas. Leverage our Quality Management System to review performance and problem solve as interdisciplinary teams.,Provide unit based data to clinical areas. Leverage our Quality Management System to review performance and problem solve as interdisciplinary teams.,workplan_and_progress,source_exact_idea,Care Coordination & Communication,[],rule,"[""v1:Care Coordination & Communication:\\binterdisciplinary\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\binterdisciplinary\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_586""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_25""]","[""Progress measured by the development of discharge experience dashboard in Qualtrics with easy to print function.""]","[""By April 1, 2025 discharge experience specific dashboard built in Qualtrics with easy to print function.""]","[""In place by April 1, 2025.""]","[""""]",Not implemented,"[""N""]","[""A discharge experience specific dashboard was created within the Qualtics system. Data on this dashboard can be filtered by site, program and unit. Leaders are encouraged to share the performance data with their teams through their unit quality boards and huddles. A barrier to fully achieving this change idea is the incomplete implementation of quality boards and huddles in all units. This will be a priority in the coming year.""]","[""The focus on improving the After Visit Summary tool is a multi-year strategy. As such, work will continue over the next two years with a continued focus on optimizing the tool to provide the most relevant information to patients on discharge and ensuring staff and physicians are able to easily navigate and contribute to the creation of individualized AVS tools. These efforts will support further improvements with this metric.""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_1b5dc34b3c9ecb0dab94,cycle_4ffd1719bdf8cf30922b,org_c19caf85a78767bd,ind_c42f625e16d6b2c8,2024/25,"Multiple initiatives designed to improve transitions between hospital and the next setting, with a particular focus on patients with an ALC designation.","Multiple initiatives designed to improve transitions between hospital and the next setting, with a particular focus on patients with an ALC designation.",workplan_and_progress,source_exact_idea,Discharge & Transition Planning,[],rule,"[""v1:Discharge & Transition Planning:\\btransition(?:s|al)?\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\btransition(?:s|al)?\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_536""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_2""]","[""Establish integrated pathways to post-acute services. Standardize ALC process including rounds and documentation.""]","[""Alternate level of care (ALC) Rate.""]","[""15.3% (in line with provincial average Q1-Q3 23/24).""]","[""""]",Implemented,"[""Y""]","[""Transfers across UHT sites have improved d/t increased referral volumes; ALC corporate strategy committee developed in September 2024.""]","[""With EPIC implementation, continued work is required re: TOA process and use of dashboards and reports to guide improvement opportunities.  Further work required to support reduction in ALC open cases;  clear escalation pathways and standard work required.  This has been identified as a priority indicator for our 25/26 QIP""]","cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
