intervention_id,current_plan_group_id,organization_id,indicator_id,plan_fiscal_year,change_idea_raw,change_idea_normalized,association_status,association_review,primary_category,secondary_tags,classification_method,classification_rule_used,classification_confidence,classification_reason,taxonomy_version,classification_evidence,override_reason,classification_review,workplan_source_ids,progress_source_ids,planned_methods_raw,process_measures_raw,process_targets_raw,workplan_comments_raw
current_0d4486974969782774e4,current_group_d4d86aa505a4a1018775,org_f0b636d778c0ae76,ind_4591867a73fb16c8,2026/27,"Standardize and strengthen the management of Medically Complex Patients by implementing a clear, evidence-informed escalation pathway to reduce delays, improve coordination, and support timely clinical decision-making [Excludes Forensics Program]","Standardize and strengthen the management of Medically Complex Patients by implementing a clear, evidence-informed escalation pathway to reduce delays, improve coordination, and support timely clinical decision-making [Excludes Forensics Program]",workplan_only,source_exact_idea,Care Coordination & Communication,"[""Policy / Standardization""]",rule,"[""v1:Care Coordination & Communication:\\bcoordinat\\w*"",""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcoordinat\\w*""],""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_812""]",[],"[""1a)Review and refine the escalation pathway for medically complex patients developed by the Geriatric program, make required modifications [Assessment and Reintegration Unit (ARP)/Dual Diagnosis Service (DDS)] 1b) Implement the finalized pathway across relevant units 1c) Implement a consistent filter to exclude Medical Leave of Absence days from Length of Stay""]","[""1a) Implementation of Escalation Process 1b) Readmission Rates""]","[""1a) Escalation Process Implemented by end of Q1 1b) Readmission rates will remain stable (no increase from baseline) following implementation of the escalation pathway""]","[""""]"
current_d1b841dbdaf86f48a403,current_group_5eafe8e72abe93f8436f,org_f0b636d778c0ae76,ind_74a78a3fce547712,2026/27,Engage patients during course of admission to confirm cultural needs being supported,Engage patients during course of admission to confirm cultural needs being supported,workplan_only,source_exact_idea,Admission & Transfer Process,[],rule,"[""v1:Admission & Transfer Process:\\badmission\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Admission & Transfer Process"":[""\\badmission\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_815""]",[],"[""1a) Develop method 1b) Measure implementation""]","[""% patients that had engagement completed during the course of their admission""]","[""75% of patients engaged""]","[""""]"
current_bf06cfdb126e8060678d,current_group_5eafe8e72abe93f8436f,org_f0b636d778c0ae76,ind_74a78a3fce547712,2026/27,Enhance policies and processes to further support culturally appropriate food options,Enhance policies and processes to further support culturally appropriate food options,workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bpolic(?:y|ies)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bpolic(?:y|ies)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_816""]",[],"[""2a) Initial review of implementation in Forensics Program 2b) Spread implementation of raw food policy support to all inpatient programs""]","[""% programs with raw food policy implemented""]","[""100% of programs with raw food policy implemented""]","[""""]"
current_b00b4dc3ef41641ae077,current_group_6cc7c7ca479ba81709c2,org_f0b636d778c0ae76,ind_89cd53fc7444d788,2026/27,"Standardize definitions, documentation, and escalation processes to improve the safety and oversight of seclusion and safety device use","Standardize definitions, documentation, and escalation processes to improve the safety and oversight of seclusion and safety device use",workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_819""]",[],"[""2a) Define & clarify seclusion vs isolation and safety device use 2b) Improve documentation of start/stop times 2c) Clarify physician review expectations eg., 24-72 hrs 2d) Create an escalation and notification process to appropriate interest holders for seclusion / isolation seclusion/safety device 2e) Update policy to reflect all improvements""]","[""2a) Definitions completed (incorporated into Policy) 2b) % of safety device events with accurate start and stop times documented 2c) % physician reviews completed within defined timeframe 2d) Completion of an escalation process 2e) Completion of Policy Changes""]","[""2a) 100% definitions completed 2b) >= 95% by Q3–Q4 (documentation accuracy) 2c) 90% timely physician review 2d) 95% escalation compliance 2e) 100% policy rollout""]","[""""]"
current_375166df30c1837fdaf1,current_group_6cc7c7ca479ba81709c2,org_f0b636d778c0ae76,ind_89cd53fc7444d788,2026/27,Use structured deep dive reviews to identify preventable factors and guide targeted improvements in seclusion reduction,Use structured deep dive reviews to identify preventable factors and guide targeted improvements in seclusion reduction,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_818""]",[],"[""1a) Conduct deep dive reviews for seclusion events >= 8 hours or >= 3 incidents 1b) Add 2 deep dive questions for the monthly analysis; What could have prevented the seclusion? What actions supported the patient to exit seclusion, and what were the learnings? 1c) Findings will be presented quarterly to Senior Management Team (SMT) 1d) Review emerging themes after Q1 and select change idea(s) for implementation by Q2""]","[""1a) % of qualifying seclusion events with a completed deep dive 1b) Identification of change idea(s) based on gaps identified after Q1""]","[""1a) Target: >= 90% by Q2; >= 100% by Q4 1b) 100% implementation of 1 change idea by Q3""]","[""""]"
current_d7b1f40f60a1fb1ea7ae,current_group_a826daaee899993831ac,org_f0b636d778c0ae76,ind_91b2035ebdb0356b,2026/27,Apply learnings from stratified data to support improvement work,Apply learnings from stratified data to support improvement work,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_807""]",[],"[""2a) Identify equity gaps in areas of priority focus organizationally 2b) Integrate discussion and improvement efforts into existing structures addressing the area of focus identified""]","[""# improvement initiatives that include a focus on equity""]","[""2 improvement initiatives that include a focus on equity""]","[""""]"
current_6c1f949b1e8ac289da92,current_group_a826daaee899993831ac,org_f0b636d778c0ae76,ind_91b2035ebdb0356b,2026/27,Confirm organizational health equity governance approach,Confirm organizational health equity governance approach,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_809""]",[],"[""4a) Draft governance approach 4b) Obtain approval""]","[""Documentation of governance approach""]","[""Approval of approach""]","[""""]"
current_3d924a85a3f48c066e08,current_group_a826daaee899993831ac,org_f0b636d778c0ae76,ind_91b2035ebdb0356b,2026/27,Develop educational strategy for building organizational capability,Develop educational strategy for building organizational capability,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_808""]",[],"[""3a) Develop strategy and workplan 3b) Implementation of workplan activities identified for first year of the strategy""]","[""% of workplan activities planned for the fiscal year completed""]","[""100% of workplan activities""]","[""""]"
current_47c20a8e598c6b7c0aae,current_group_a826daaee899993831ac,org_f0b636d778c0ae76,ind_91b2035ebdb0356b,2026/27,Display stratified data,Display stratified data,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_806""]",[],"[""Stratification with different equity data elements available for prioritized organizational measures""]","[""# of prioritized organizational measures with data stratification for equity data elements""]","[""12 organizational measures""]","[""""]"
current_33f59c3f62900fc2783f,current_group_a826daaee899993831ac,org_f0b636d778c0ae76,ind_91b2035ebdb0356b,2026/27,Engagement of people impacted by inequities included in all workstream of this initiative,Engagement of people impacted by inequities included in all workstream of this initiative,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_810""]",[],"[""5a)Development and implementation of engagement plan""]","[""Inclusion of individuals impacted by inequities""]","[""Inclusion in all work streams of this initiative""]","[""""]"
current_a5a3dbbcfe8f1d81abc9,current_group_047f1e5bb7507b8367f7,org_f0b636d778c0ae76,ind_962dd98db8e844ed,2026/27,"Standardize identification of each patient’s primary problem, align it with the appropriate outcome scale, review reliable improvement detection & identify actions based on gaps","Standardize identification of each patient’s primary problem, align it with the appropriate outcome scale, review reliable improvement detection & identify actions based on gaps",workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_817""]",[],"[""1a) Adding a required field \""Primary Problem Descriptor\"" to the Intake assessment [impacts Expert Services, excludes Borderline Personality Self Regulation Clinic (BPSRC)] 1b) Provide training and onboard staff to complete the Problem Descriptor, and the appropriate scale 1c) Ensure timely completion of the two required scales 1d) Monthly monitoring of data to identify any gaps in cases where reliable improvement is not observed to guide targeted actions""]","[""1a) % of in scope services with a Problem Descriptor 1b) All staff provided training 1c) % of cases where 2 appropriate scales match the Primary Problem descriptor 1d) Idenfication of improvement opportunites to address gaps""]","[""1a) >90% by end of Q3 1b) 100% of staff provided training by year end 1c) 80% of cases where 2 appropriate scales match the Primary Problem descriptor 1d) Q2 - Identify a minimum of one improvement opportunity based on gaps""]","[""""]"
current_48bd9230560d36b27ac4,current_group_ee96182938f2d507900a,org_f2ecb8bbfe8e4cbb,ind_5b2e1352e31909e8,2026/27,Inpatient staff to attend Emergency Department (ED) and receive transfer of accountability (TOA) at patient bedside.,Inpatient staff to attend Emergency Department (ED) and receive transfer of accountability (TOA) at patient bedside.,workplan_only,source_exact_idea,Admission & Transfer Process,[],rule,"[""v1:Admission & Transfer Process:\\btransfer\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Admission & Transfer Process"":[""\\btransfer\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_252""]",[],"[""1. Create standard ED-to-inpatient transfer checklist to minimize the delay of patient transfer to inpatient unit. 2. Education to staff regarding “push/pull escalation” algorithm to trigger support for patient TOA.""]","[""1. % use of checklist by ED staff. 2. % of staff educated.""]","[""1. 100% of full-time and part-time staff completion of checklist. 2. 90% of full-time and part-time staff educated.""]","[""""]"
current_f7e37e93ed9767c1a159,current_group_ee96182938f2d507900a,org_f2ecb8bbfe8e4cbb,ind_5b2e1352e31909e8,2026/27,Optimizing hospital assigned discharge time through the creation of a standardized discharge time.,Optimizing hospital assigned discharge time through the creation of a standardized discharge time.,workplan_only,source_exact_idea,Discharge & Transition Planning,"[""Policy / Standardization""]",rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*"",""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\bdischarg\\w*""],""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_253""]",[],"[""Optimizing the use of EDD (Estimated date of discharge).""]","[""Whiteboard audits to determine if the communication is happening between staff and patient/family on discharge time.""]","[""20 whiteboards audited by Team Lead/per week.""]","[""""]"
current_0d69706fdcafd6758d51,current_group_ee96182938f2d507900a,org_f2ecb8bbfe8e4cbb,ind_5b2e1352e31909e8,2026/27,Timely turnover of inpatient beds to increase patient flow from ED to inpatient units.,Timely turnover of inpatient beds to increase patient flow from ED to inpatient units.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_254""]",[],"[""1. Collect and analyze data on inpatient bed turnover time. 2. Communication and education to all inpatient nursing staff of importance of timely bed turnover.""]","[""1. Inpatient bed turnover time audit. 2. Written and verbal communication developed and delivered to full-time and part-time staff.""]","[""1. Audit 100 beds. 2. 100% of full-time and part-time inpatient unit and ED Department staff educated.""]","[""""]"
current_2c47b244d37adcaadd45,current_group_93f9300e7cd660a927f0,org_f2ecb8bbfe8e4cbb,ind_67ee717abbe20a1b,2026/27,Consistently provide discharge package to ED patients upon discharge.,Consistently provide discharge package to ED patients upon discharge.,workplan_only,source_exact_idea,Discharge & Transition Planning,[],rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\bdischarg\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_250""]",[],"[""1. Facilitate/encourage provider completion of discharge instructions. 2. Investigate feasibility of implementing patient sign-off of discharge package (sign-off wording to use similar wording as Qualtrics Question 7).""]","[""1. Physician discharge workflow review. 2. Identify recommendations based on investigation.""]","[""1. Review complete. 2. Investigation completed/recommendations provided.""]","[""""]"
current_64c73344064b574fa3e8,current_group_93f9300e7cd660a927f0,org_f2ecb8bbfe8e4cbb,ind_67ee717abbe20a1b,2026/27,Increase ED patient response rate to the patient experience survey.,Increase ED patient response rate to the patient experience survey.,workplan_only,source_exact_idea,"Data, Measurement & Dashboards",[],rule,"[""survey""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\bsurveys?\\b|\\bquestionnaires?\\b|\\bfocus groups?\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_251""]",[],"[""1. Investigate having a volunteer discuss patient portal enrollment with ED patients in ED waiting room (collect emails and share with registration). 2. Encourage collection of patient emails at time of registration. 3. Ensure Patient Portal registration information is available at time of ED patient registration and/or discharge.""]","[""1. Decision around feasibility made. 2. Review of registration clerk standard work. 3. Use of consistent messaging at registration and discharge re: patient portal access.""]","[""1. Investigation complete. 2. Review completed. 3. 6% increase in number of ER Visits with a portal Account and Accessed Portal (Results & Reports) within 72 hours (current baseline, Aug-Dec 2025 = 14%).""]","[""""]"
current_e9c7bdc702ad02b0dd39,current_group_b21b206f504777870ffc,org_f2ecb8bbfe8e4cbb,ind_761325f362fc5097,2026/27,"Assess the feasibility and risk of using positive patient identification (PPID) collection system, via use of the Zebra (phlebotomy handheld device) in the Emergency Department (ED).","Assess the feasibility and risk of using positive patient identification (PPID) collection system, via use of the Zebra (phlebotomy handheld device) in the Emergency Department (ED).",workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_256""]",[],"[""1. Complete a current state process map (including the identification of potential areas for risk). 2. Benchmark PPID process for specimen collection in other hospital EDs, where nurses are responsible for phlebotomy. 3. Identify barriers to the use of Zebras (new handheld devices) in the ED (for example: banding, trauma patient, Wi-Fi, equipment assessment, etc.). 4. Create future state process considering barrier mitigation and feasibility.""]","[""1. Current state process map creation. 2. Benchmark findings. 3. Create a list of barriers and recommendations to mitigate barriers future state. 4. Future state process map creation""]","[""1. Current state process map created including list of risks. 2. Benchmarking complete and findings report created. 3. 100% of barriers listed. 4. Future state process map created.""]","[""""]"
current_cd1c7fb105ff6e24a2f7,current_group_3fa692a4a5c9aaa2d1da,org_f2ecb8bbfe8e4cbb,ind_e2fd391f9961d5b6,2026/27,"Re-launch of the Indigenous Self-Identification program at GBGH, including culturally safe practices and updated program naming.","Re-launch of the Indigenous Self-Identification program at GBGH, including culturally safe practices and updated program naming.",workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_255""]",[],"[""1. Engage in collaborative inquiry with local Indigenous communities to co-develop trauma-informed and culturally safe self-identification practices at GBGH. 2. Revitalize the standardized workflows for Indigenous self-identification at registration and patient kiosks. 3. Develop and implement a comprehensive communication plan in partnership with the Indigenous Health Circle and community partners to support patient understanding of why self-identification is being requested. 4. Develop and deliver informed education and training for staff, leadership and physicians to support the reclamation of the Indigenous Self-Identification program at GBGH.""]","[""1. Outreach completed to all identified Indigenous community partners. 2. All standard workflows and related processes reviewed and updated. 3. Communication plan developed. 4. Education and training plan developed and disseminated.""]","[""1. 100% of identified community partner inquiries completed. 2. 100% of workflows and processes have been updated. 3. 100% of communication plan implemented. 4. 100% of targeted staff, leadership, and physicians complete education and training.""]","[""""]"
current_5603c21b926e093ea672,current_group_d1bd805d8d3d3b0fc1c2,org_f8eac9c57136e46f,ind_08386b8b731a1c60,2026/27,Increase capacity of clinical educators and bedside nurses to manage non-complex pressure injuries,Increase capacity of clinical educators and bedside nurses to manage non-complex pressure injuries,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_562""]",[],"[""1) Roll-out education to address knowledge gaps and support ongoing learning 2) Monitor compliance with wound management protocol 3) Sustain and enhance the Wound Care Champion (WCC) program by optimizing the utilization of WCC within the inpatient units.""]","[""1) Percentage of staff that completed Pressure injury MyLearn module. 2) Percentage of stage 1 & 2 pressure injuries managed at the unit level 3) Number of opportunities for utilization of WCC on their respective units""]","[""1) 50% of targeted staff to complete the Pressure Injury MyLearn module 2) 20 % reduction in orders for wound care consults for stage 1 and 2 PI 3) 10% increase in utilization of WCC""]","[""""]"
current_bd3ef4885c46c8da854d,current_group_d1bd805d8d3d3b0fc1c2,org_f8eac9c57136e46f,ind_08386b8b731a1c60,2026/27,Optimize utilization of pressure injury prevention strategies,Optimize utilization of pressure injury prevention strategies,workplan_only,source_exact_idea,Safety & Risk Prevention,[],rule,"[""safety_mechanisms""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Safety & Risk Prevention"":[""\\b(?:hand hygiene|medication reconciliation|de.escalation|pressure injury prevention|pressure ulcer prevention)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_561""]",[],"[""1) Monitor compliance with Braden’s documentation interventions. 2) Implement unit HAPI prevalence for 2 clinical areas 3) Review and update EPIC documentation regarding assessment and treatment of pressure injuries""]","[""1) Percentage of compliance with Braden’s Scale documentation interventions 2) Identify 2 clinical areas 3) Number of opportunities for improvement identified""]","[""1) 10% improvement of prevention strategies documentation 2) Conduct at least 2-unit prevalence in the selected clinical areas. 3) At least 2 improvement opportunities identified and implemented.""]","[""""]"
current_a9dbb06c1f6b016fbff4,current_group_982dee493fc06cec5442,org_f8eac9c57136e46f,ind_0b526aa996e4e990,2026/27,"Standardize approach to HAD screening, assessment, and management","Standardize approach to HAD screening, assessment, and management",workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_563""]",[],"[""1) Provide education and monitor CAM completion 2) Implement utilization of Delirium orderset 3) Implement NICHE education and ADAPT model to assess, prevent and treat HAD""]","[""1)Percentage of compliance with CAM completion 2)Percentage utilization of Delirium orderset for eligible patients 3)Percentage of compliance with ADAPT documentation for eligible patients""]","[""1) 85% compliance with CAM completion 2) Increase order utilization by 5%. 3) 85% compliance of ADAPT documentation for eligible patients.""]","[""""]"
current_71bca22fd7b81ccc6eaf,current_group_67337301ad7d705ba8df,org_f8eac9c57136e46f,ind_21977806f701e279,2026/27,Optimize the workflow to escalate prioritization of hip fracture surgery for patients at the 24-hour mark,Optimize the workflow to escalate prioritization of hip fracture surgery for patients at the 24-hour mark,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_555""]",[],"[""1) Conduct a gap analysis with identified themes for improvement for all noncompliant cases where hip fracture surgery was not completed within 48 hours""]","[""1) Number of targeted interventions identified and implemented from gap analysis""]","[""1) At least one targeted intervention identified and implemented from gap analysis""]","[""""]"
current_fb5286b644077a75511b,current_group_43de69497bd039dc667c,org_f8eac9c57136e46f,ind_2491bbe980ee86bf,2026/27,Reduce turn around time for Bed Ready for new Admission,Reduce turn around time for Bed Ready for new Admission,workplan_only,source_exact_idea,Admission & Transfer Process,[],rule,"[""v1:Admission & Transfer Process:\\badmission\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Admission & Transfer Process"":[""\\badmission\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_565""]",[],"[""1. Standardize process for quicker Bed Ready status for new admission. 2. NEW: Develop focused strategies for high prevalence area such as Mental Health. 3. NEW: Develop and implement targeted interventions related to physician""]","[""1. Creating local discharge lounges 2. Number of opportunities for improvement identified and implemented 3. Number of opportunities for improvement identified and implemented""]","[""1. 5% increase in discharge lounge utilization 2. At least 2 improvement opportunities identified and implemented. 3. At least 1 improvement opportunities identified and implemented.""]","[""""]"
current_b1667ffa3413cabbb5ad,current_group_43de69497bd039dc667c,org_f8eac9c57136e46f,ind_2491bbe980ee86bf,2026/27,Spread the redesigned transfer of accountability (TOA) model that is initiated by inpatient units,Spread the redesigned transfer of accountability (TOA) model that is initiated by inpatient units,workplan_only,source_exact_idea,Admission & Transfer Process,[],rule,"[""v1:Admission & Transfer Process:\\btransfer\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Admission & Transfer Process"":[""\\btransfer\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_564""]",[],"[""1) Train nurses in Surgery and Women & Child on the new process 2) Monitor compliance with the TOA process in relation to Bed Ready for admission""]","[""1) Percentage of nurses trained on new process of TOA 2) Percent patients tracked for transfer within 15 minutes of bed ready""]","[""1) 100% of nurses are trained new process of TOA 2) 70% patients tracked for transfer within 15 minutes of bed ready""]","[""""]"
current_6a8310a0b54971460b3b,current_group_980fa38163cc9a1fe9ad,org_f8eac9c57136e46f,ind_35bd5da44f8a5e44,2026/27,Build capacity for Inclusion & Diversity skills and knowledge through senior leadership commitment to completing foundational training.,Build capacity for Inclusion & Diversity skills and knowledge through senior leadership commitment to completing foundational training.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_560""]",[],"[""1) Executive sponsor to inform SLT about the 6 part learning series 2) Regular reminders for SLT of outstanding courses in the series requiring completion 3) Capture qualitative and quantitative participant feedback to inform adjustments for learning series""]","[""1) Dedicated email to SLT about the initiative from executive sponsor 2) Bimonthly Reminder emails for completion of training modules. 3) Evaluation of learning series completed by participants""]","[""1) 100% of SLT members received information email with details regarding initiative, target, modalities and accountability for compliance. 2) 6 reminder emails from Learning & Organizational Development to SLT including compliance updates. 3) 80% favourable learning series evaluation score from Learners (ILC sessions and microlearning modules).""]","[""""]"
current_8137fa8dd331fe16462b,current_group_83da22c9d064ccc7ec5c,org_f8eac9c57136e46f,ind_37478f8fb5db2bb6,2026/27,Assess the physical environment and operational workflows for risk to ensure the workplace is safe for all.,Assess the physical environment and operational workflows for risk to ensure the workplace is safe for all.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_554""]",[],"[""Complete the Annual Workplace Violence Risk Assessment at all sites and address gaps identified in the Annual Workplace Violence Risk Assessment through the implementation of corrective/preventive actions.""]","[""Rate of compliance with the Annual Workplace Violence Risk Assessment.""]","[""100% completion of Annual Workplace Violence Risk Assessment.""]","[""""]"
current_2c99da21a13567298bfe,current_group_83da22c9d064ccc7ec5c,org_f8eac9c57136e46f,ind_37478f8fb5db2bb6,2026/27,Reduce workplace violence incidents resulting in healthcare and lost time injury.,Reduce workplace violence incidents resulting in healthcare and lost time injury.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_553""]",[],"[""1) Monitor results of de-escalation training implemented for front line staff in high-risk areas 2) Train new leaders on standardized approach to incident management for prevention with emphasis on how to identify and document the root cause. 3) Monitor compliance with updated Violence Assessment Tool in EPIC (used for patient screening and flagging)""]","[""1) Percentage of staff in high-risk areas trained in de-escalation techniques 2) Percentage of new leaders educated on the enhanced incident investigation process 3) Percentage staff completing the assessment tool""]","[""1) 80% of staff in high-risk areas are trained in de-escalation techniques 2) 100% of new leaders trained on how to identify and document the root cause. 3) 80% staff completed the assessment tool""]","[""""]"
current_5f451ae97bc22b9752ea,current_group_1ca1ff826e779478d251,org_f8eac9c57136e46f,ind_4627f671e76cc391,2026/27,Develop and implement a mechanism to manage patient volumes,Develop and implement a mechanism to manage patient volumes,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_559""]",[],"[""1) Revise the Surge Bed Management Protocols to reflect ongoing process improvement 2) Sustain action rounds for inpatient holding in ED at CVH to coordinate care and facilitate care planning""]","[""1. Percentage of staff trained on updated protocol 2. Completion of daily action rounds""]","[""1. 100% of relevant staff trained on updated protocol 2. 100% completion of action rounds daily""]","[""""]"
